"pcs" "RUC" "cs" "reves" "crevpp" "region" "habi" "Ahabi" "Atyph" "agecat" "Acompm" "nbpers" "enfants" "Anat" "Bauto" "Nbadulte" "Sinistre1" "Sinistre2" "Sinistre3" "Police1" "Police2" "Police3" "durPolice1" "Durée" "NSin" "censure" "Sinistre0"
"Professions intermediaires" 6944.444 "Moyenne Sup" 18750 "3eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.98 0.4 21.572 6.732 0.336590245287429 34 5 1 6.59532439514337
"Cadres et prof. intellectuelles sup." 5859.375 "Moyenne Inf" 18750 "2eme quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.16 2.525 17.84 2.37 0.0987548412320887 10 6 1 12.1895983393966
"Employes" 1896.552 "Modeste" 5500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 6.3 0 4.37 0.85 7.65 2.12 0.15106888916419 15 10 0 17.4464450661996
"Ouvriers" 2741.936 "Modeste" 8500 "1er quartile" "3" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0.3 0 0 0.4 21.636 4.105 0.122920594068832 12 5 0 19.7539507627803
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 2.375 0 0 30 0 1 20.0213630078439
"Autres pers. sans activite prof." 8500 "Moyenne Sup" 8500 "4eme quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.73 2.41 4.8 9.08400177005679 908 0 1 16.7379288272445
"Ouvriers" 1406.25 "Modeste" 4500 "1er quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.67 3.8 27.997 0.325 0.0268721010390572 3 6 0 7.60775716238378
"Ouvriers" 3148.148 "Modeste" 8500 "1er quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 4.45 13.415 8.249 0.135824995675414 14 0 0 9.62378429380448
"Retraites" 2058.823 "Modeste" 3500 "1er quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.25 0 0 3.325 1.7 0 0.716513512510993 72 3 0 15.5063095660942
"Employes" 3819.444 "Moyenne Inf" 13750 "1er quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 1 0.5 4.35 3.545 62.156 2.675 0.0656591496442878 7 18 0 18.0622398481759
"Ouvriers" 10227.27 "Moyenne Sup" 22500 "4eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.6 6.15 6.807 0.95 1.65587934859948 166 4 1 10.3327247700814
"Employes" 3064.516 "Moyenne Inf" 9500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 1.75 17.835 2.205 0.132470189892402 13 0 0 17.5007390884549
"Employes" 3500 "Modeste" 3500 "2eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0.81 0.4 3.565 0.49 3.45110082905469 345 2 0 19.2939363619443
"Employes" 2500 "Modeste" 9500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 1.4 0 1.49 5.31 15.94 2.3 0.0458063141726215 5 12 0 19.4651414459447
"Ouvriers" 2794.118 "Modeste" 9500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 13.826 39.58 1.19 0.0448385916708463 4 0 0 10.0079145475366
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.4 0 2.34 0 1.325 3.165 0 30 6 1 17.4352183928476
"Ouvriers" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 5.92 0.5 22.359 0.66 0.155887853853737 16 5 0 19.6111410714306
"Artisans, comm., chefs d'ent." 1551.724 "Modeste" 4500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0 13.968 0.67 0 30 0 0 18.3486598623072
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.6 8.845 5.58 2.32789411133931 233 0 1 19.2949571428057
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 10.485 8.91 0.23 3.09923044749305 310 0 1 17.8148509082584
"Cadres et prof. intellectuelles sup." 8870.968 "Moyenne Sup" 27500 "4eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 7.54 5.605 0.385 0.483289485856583 48 0 1 20.1597846227817
"Ouvriers" 3148.148 "Modeste" 8500 "1er quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Pas de vehicule" 2 0 0 0 2.85 26.57 1.49 0.155197825070748 16 0 0 7.83253031745434
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 9.305 7.61 1.415 1.63289732557712 163 0 1 18.3494155917595
"Ouvriers" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 2.99 0 8.07 4.946 0 30 5 0 17.201414943616
"Professions intermediaires" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 4.37 0 0.95 0.67 0 30 3 1 14.710450383347
"Employes" 3823.529 "Moyenne Inf" 6500 "2eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.69 0.675 5.8 1.996 1.21469096788073 121 3 0 17.7976055036808
"Employes" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 1.5 0 3.41 4 22.14 1.885 0.803623316406676 80 8 1 17.2683642042116
"Employes" 7031.25 "Moyenne Sup" 22500 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 2 0 5.23 5.475 28.165 3.715 0.148835288898369 15 12 1 11.2030710885103
"Ouvriers" 7258.064 "Moyenne Sup" 22500 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 3.8 0 0.3 3.52 7.291 5.035 0.491550336924969 49 10 1 16.9361087371774
"Ouvriers" 2205.882 "Modeste" 7500 "1er quartile" "2" "0" "Communes rurales" "Locataire" "41-50" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0 0 2.26 3.32 22.045 2.122 0.0368423948029568 4 6 0 9.58647368792295
"Ouvriers" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 9.19 20.707 2.495 0.166871743838558 17 0 0 14.5304309518303
"Retraites" 4687.5 "Moyenne Inf" 11250 "2eme quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.8 6.44 1.48 0.557390424064978 56 0 1 15.7001122651252
"Artisans, comm., chefs d'ent." 10483.87 "Aise" 32500 "4eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.92 8.72 39.937 4.205 0.635310791504558 64 5 1 21.9277700276194
"Ouvriers" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 1.2 0 3.88 2.317 30.29 7.71 4.44734718432969 445 6 1 21.4672059136104
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.46 1.5 6.47 1.86 3.09923044749305 310 3 1 20.2754397688622
"Ouvriers" 1666.667 "Modeste" 4500 "1er quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.065 0 1.05 0.65 38.304 3.61 0.082050347269839 8 10 0 10.3200191551463
"Artisans, comm., chefs d'ent." 3308.823 "Moyenne Inf" 11250 "1er quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.01 33.225 2.715 0.0523787477119043 5 0 0 7.32492862884732
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Non declare" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 1.2 1.675 0.35 5.69012848673552 569 0 1 20.5426400601007
"Retraites" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 13.02 1.97 0 30 0 1 13.5545180612371
"Ouvriers" 5588.235 "Moyenne Inf" 9500 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 13.295 2.079 0 30 0 1 17.5384896070354
"Retraites" 7500 "Moyenne Sup" 7500 "4eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.83 3.542 1.11 7.53896330062858 754 0 1 20.3765132815674
"Ouvriers" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 4.19 4.65 21.1 9.537 0.225841964217384 23 5 1 11.3429126920701
"Ouvriers" 2708.333 "Modeste" 6500 "1er quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 2.635 26.405 0.965 0.322405532803095 32 0 0 12.9886487519055
"Cadres et prof. intellectuelles sup." 5113.636 "Moyenne Inf" 11250 "2eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.42 0 4.39 2.15 33.612 1.146 0.638898117208509 64 8 1 11.4339090557359
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0.4 1.05 0 5.225 4.256 0 30 6 1 19.649836579045
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 4.975 1.115 19.95 3.95 0.179962071165884 18 5 0 12.5808084338383
"Ouvriers" 2500 "Modeste" 9500 "1er quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0.69 2.135 12.12 2.655 0.0407622039783662 4 6 0 12.6992279888479
"Employes" 1875 "Modeste" 4500 "1er quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0 0 0 1.18 30.99 2.025 0.275282438202547 28 0 0 16.836604405796
"Professions intermediaires" 6048.387 "Moyenne Sup" 18750 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 0 1.23 0 0 30 0 1 17.399311118867
"Retraites" 4500 "Moyenne Inf" 4500 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0.23 0.9 13.56 2.009 4.49396166815599 449 2 0 11.0518622716516
"Autres pers. sans activite prof." 3500 "Modeste" 3500 "2eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Pas de vehicule" 1 0 0 1.38 1.185 4.22 1.52 3.45110082905469 345 2 0 18.0386798128837
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0.125 0 0 1.125 3.385 1.145 14.5746527357589 1457 2 1 17.0755627335672
"Autres pers. sans activite prof." 4500 "Moyenne Inf" 4500 "3eme quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0.99 10.79 4.379 2.79 4.49396166815599 449 2 0 18.0289157643325
"Ouvriers" 2931.034 "Modeste" 8500 "1er quartile" "2" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 2.4 0 0.46 4.62 16.63 1.271 0.155356545738455 16 10 0 9.31437017135325
"Retraites" 13750 "Aise" 13750 "4eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0 0.63 0.345 0 30 0 1 20.5116129448339
"Employes" 13235.29 "Aise" 22500 "4eme quartile" "2" "0" "Communes rurales" "Locataire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.07 0 3.175 1.38 0 30 3 1 25.2415183054647
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.99 11.34 11.845 4.209 5.12450155814469 512 3 1 19.1002879553617
"Retraites" 6770.833 "Moyenne Sup" 16250 "3eme quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0.3 13.43 1.24 0.88352919034272 88 0 1 20.1902208722756
"Ouvriers" 1718.75 "Modeste" 5500 "1er quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 1.2 0 0 0 24.56 0.25 0 30 6 0 11.7220123548503
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.99 2.275 2.03 0.6 2.32789411133931 233 3 1 18.0065435302365
"Ouvriers" 3040.541 "Modeste" 11250 "1er quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 6 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 2.4 0 4.39 7.731 40.482 8.12 0.0217393787825232 2 14 0 10.8003533038981
"Employes" 6500 "Moyenne Inf" 6500 "4eme quartile" "2" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "51-60" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0.46 2.43 5.665 0 7.05746495927491 706 2 1 20.1699319193283
"Retraites" 1451.613 "Modeste" 4500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 22.968 12.98 2.015 0.0745216676955824 7 0 0 15.6590291347792
"Agr. exploitants" 2419.355 "Modeste" 7500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 18.67 0.45 9.73 4.87 0.107840497064122 11 5 0 14.2300810102621
"Agr. exploitants" 2500 "Modeste" 5500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "51-60" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 9.51 1.09 0 30 0 0 10.5262251069017
"Employes" 6250 "Moyenne Inf" 13750 "3eme quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.61 2.97 2.76 0.58 0.793394039770621 79 4 1 7.58822857358688
"Artisans, comm., chefs d'ent." 2500 "Modeste" 8500 "1er quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 2.4 0 0.33 7.4 39.077 7.35 0.049787068367864 5 12 0 18.8905857701684
"Employes" 5000 "Moyenne Inf" 8500 "3eme quartile" "2" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 2 0 0.69 0 0.25 2 0 30 6 1 14.4954196011279
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "2" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 5.57 18.63 4.965 6.425 2.32789411133931 233 3 1 20.2054834011837
"Ouvriers" 5113.636 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 8.4 0 0.9 3.3 7.575 0.6 1.24233133301189 124 8 1 8.16792119489372
"Ouvriers" 2500 "Modeste" 11250 "1er quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "41-50" "Autre menage" 6 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 6 0.28 0 0 0 1.85 1.77 0 30 7 0 17.9743845562582
"Cadres et prof. intellectuelles sup." 19117.65 "Aise" 32500 "4eme quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.46 4.05 1.781 4.715 15.521399388697 1552 3 1 21.8177934697362
"Professions intermediaires" 8522.728 "Moyenne Sup" 18750 "4eme quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.92 2.815 10.346 1.81 1.23444408991072 123 4 1 12.6007312514297
"Ouvriers" 2291.667 "Modeste" 5500 "1er quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 6.915 30.77 6.2 0.280563638548965 28 0 0 19.1450640590183
"Ouvriers" 4296.875 "Moyenne Inf" 13750 "1er quartile" "2" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 9.78 3.695 29.24 4.87 0.0684502391831192 7 6 0 9.52244883430686
"Professions intermediaires" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "2" "4" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.99 4.075 9.3 1.67 0.277843802487079 28 5 1 9.45806957463889
"Autres pers. sans activite prof." 2500 "Modeste" 2500 "1er quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 1 0.23 0.3 1.77 2.6 2.22554092849247 223 4 0 17.0253378862774
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 4.325 1.55 0 30 0 0 13.5975616002196
"Agr. exploitants" 2960.526 "Moyenne Inf" 11250 "1er quartile" "2" "0" "Communes rurales" "Locataire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 0 0 1.15 0 16.785 0.8 0 30 6 0 17.7710059610331
"Retraites" 3500 "Modeste" 3500 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.3 1.61 0.41 3.02031136691566 302 0 0 12.9423003542407
"Ouvriers" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "2" "0" "Communes rurales" "Locataire" "21-40" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 1.38 4.19 40.845 2.37 0.709195087573651 71 4 1 21.3848301455218
"Ouvriers" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.18 7.95 30.42 2.475 0.166871743838558 17 5 0 7.86590473316693
"Ouvriers" 7386.364 "Moyenne Sup" 16250 "3eme quartile" "2" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 2.34 5.745 4.915 1.94 0.99813369320656 100 4 1 9.2012082228998
"Agr. exploitants" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "2" "0" "Communes rurales" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 4.75 14.785 1.205 1.41534118332007 142 0 0 15.5986834305731
"Ouvriers" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "2" "0" "Communes rurales" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0.25 0 2.4 2.24 11.8 0.4 0.170384704785761 17 10 0 20.768513538193
"Ouvriers" 2419.355 "Modeste" 7500 "1er quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 0 2.825 2.081 0 30 0 0 19.599316697248
"Ouvriers" 1458.333 "Modeste" 3500 "1er quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.23 0 5.851 4.97 0 30 4 0 16.6468673821555
"Artisans, comm., chefs d'ent." 1774.194 "Modeste" 5500 "1er quartile" "2" "2" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 5.2 0 0 15.28 7.875 2.6 0.131428286927287 13 5 0 17.0902513513835
